id,source,sourceEquipment
ea828c8811ff149a1653bceb4831389a,otomoto,{}
a0d5a616c5ebc625ed795d838c9b24d2,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
11338be0e3fb24c4365869b1f12795ca,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi stalowe"",""Opony zimowe""],""Bezpieczeństwo"":[""Poduszka powietrzna kierowcy""]}"
d6de4ede4dd377257cb331fc59e57dc1,otomoto,"{""Audio i multimedia"":[""Android Auto"",""Interfejs Bluetooth"",""Radio"",""System nawigacji satelitarnej""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Elektroniczny system rozdziału siły hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
a53ffe8976c996f54b45c2db4a00eab6,otomoto,{}
90d3d585ee3844931724251fe845f1e9,otomoto,{}
a66416b96f100b21afc766fb131e1953,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Rolety na bocznych szybach opuszczane ręcznie"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Wycieraczki""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
f55df75203267e01d9c893f68240f3f4,otomoto,"{""Audio i multimedia"":[""System nagłośnienia""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja automatyczna"",""Kierownica ze sterowaniem radia"",""Ogrzewanie postojowe"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Poduszka powietrzna centralna""]}"
7b1b4cd5d37d2a48594c61eaf8efb8a5,otomoto,{}
9df0be68104464f76c0ea0ce1ca8efd6,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Wspomaganie ruszania pod górę- Hill Holder"",""Światła do jazdy dziennej"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Elektroniczny system rozdziału siły hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
837e61cb8ba39ca67bd8f79530af1b19,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Elektryczne szyby przednie""]}"
402b458e85510cb7d3e919cfada1417b,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Ogrzewanie postojowe""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
496c2b1391c2a7f3e24a0bc22697e525,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Podgrzewane lusterka boczne"",""Wspomaganie ruszania pod górę- Hill Holder"",""Światła do jazdy dziennej"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Elektroniczny system rozdziału siły hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
c538d776a1237cfda69f1d3fbaa71481,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Ogrzewanie postojowe"",""Czujnik deszczu"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Podgrzewane lusterka boczne"",""Wspomaganie ruszania pod górę- Hill Holder"",""Czujnik zmierzchu"",""Światła do jazdy dziennej"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Elektroniczny system rozdziału siły hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
391cde0686fcba4b0042572ef937680a,otomoto,{}
f20c0cedfc1049504e7ee4213955472d,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Wspomaganie ruszania pod górę- Hill Holder"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Elektroniczny system rozdziału siły hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
f6f9fa0e9615b83836da13ad4b5dd5c2,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
5a21c9ee456254c025d2a1cdf046fbec,otomoto,"{""Komfort i dodatki"":[""Klimatyzacja manualna""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
7e0145d1edc9bda5f87dd9569627e2f5,otomoto,{}
225895694b127aeaa3225bd487ef62e7,otomoto,{}
b0423385503050f77dee6b7b61bdde8f,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Podgrzewane lusterka boczne"",""Światła do jazdy dziennej"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych""],""Bezpieczeństwo"":[""ABS"",""Elektroniczny system rozdziału siły hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
dbeff716cf33c7fa816bca8c2d581bd9,otomoto,{}
6f974c9500e29019c9235fdee03e4456,otomoto,{}
b9dfb1d2a1c592987179b14d818fd7bd,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy""]}"
e8d2206cead420a807b76cccb4e53e4c,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""System nagłośnienia""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podgrzewany fotel kierowcy"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Dźwignia zmiany biegów wykończona skórą"",""Czujnik deszczu"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Podgrzewane lusterka boczne"",""Czujnik zmierzchu"",""Światła do jazdy dziennej"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16"",""Zawieszenie komfortowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
5181fa35b3b022f005c904dae29f31a3,otomoto,{}
e18b9ac0be633c0daaa32bafb3d38300,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB"",""System nagłośnienia""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica skórzana"",""Kierownica sportowa"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Cyfrowy kluczyk"",""Czujnik deszczu"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola trakcji"",""Światła do jazdy dziennej"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16"",""Opony wielosezonowe"",""Zawieszenie komfortowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
3edff59981ee051c0f5152610964a288,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB"",""Ekran dotykowy""],""Komfort i dodatki"":[""Hak"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Ogrzewanie postojowe"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Park Assistant - asystent parkowania"",""Kamera parkowania tył"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne""],""Osiągi i tuning"":[""Opony wielosezonowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
e1720bcc45197e867c91d9691f363871,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja automatyczna, dwustrefowa"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Kierownica skórzana"",""Kierownica wielofunkcyjna"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Ogranicznik prędkości"",""Światła do jazdy dziennej"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych"",""Felgi stalowe"",""Opony letnie""],""Bezpieczeństwo"":[""ABS"",""ESP""]}"
58b589e9fb46715d104e8a0517e2c313,otomoto,{}
7d6dc508ed0ec9c0a23719289e65eb2d,otomoto,"{""Audio i multimedia"":[""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Ogrzewanie postojowe"",""Podgrzewana przednia szyba"",""Elektryczne szyby przednie""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna pasażera"",""Boczna poduszka powietrzna kierowcy""]}"
49c34c7e67eef4533c082077e672a374,otomoto,{}
ddcc1a7509d5edf2b9d3b43e8a811f14,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Tapicerka materiałowa"",""Czujnik deszczu""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
ab12be4ac3933db31fdca4c13c146621,otomoto,{}
0119c001fc6864598485b45c77238bd1,otomoto,{}
b56c8ab4ef96c706c5ab9a3cd54f99f5,otomoto,{}
7d9784a5bcf4a68b810e751d7920cf56,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Tempomat""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy""]}"
0dc69145893b1f712048f71a23720d03,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa""],""Systemy wspomagania kierowcy"":[""Tempomat""],""Osiągi i tuning"":[""Felgi stalowe"",""Opony letnie""]}"
fa4667a34430cdd0548d8944a51590a1,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""System nagłośnienia""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
627838225dcc03aa976af44207076ba4,otomoto,"{""Audio i multimedia"":[""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Podłokietniki - przód"",""Podłokietniki - tył"",""Elektryczne szyby przednie"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Kontrola trakcji"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy""]}"
3da9280510c5dad2015988157cf81970,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica skórzana"",""Dźwignia zmiany biegów wykończona skórą"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola odległości z tyłu (przy parkowaniu)"",""Lusterka boczne ustawiane elektrycznie"",""Kontrola trakcji"",""Światła do jazdy dziennej"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi stalowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Poduszka kolan kierowcy"",""Poduszka kolan pasażera"",""Kurtyny powietrzne - przód"",""Kurtyny powietrzne - tył"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
52761fe4fc57acbd2d01bb57abe19bd1,otomoto,"{""Audio i multimedia"":[""Radio"",""System nagłośnienia""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Elektryczne szyby przednie"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
b517f6662721f6b7a68a4862bf2b6a4d,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB"",""System nawigacji satelitarnej"",""System nagłośnienia""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Poduszka powietrzna centralna"",""Boczna poduszka powietrzna kierowcy"",""Boczne poduszki powietrzne - przód""]}"
eb5ef8c6bf27f74030dd2a4c1a5863eb,otomoto,"{""Audio i multimedia"":[""Android Auto"",""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB"",""System nawigacji satelitarnej"",""System nagłośnienia""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podgrzewany fotel kierowcy"",""Podgrzewany fotel pasażera"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Czujnik deszczu"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lusterka boczne ustawiane elektrycznie"",""Kontrola trakcji"",""Czujnik zmierzchu"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczna poduszka powietrzna kierowcy"",""Boczne poduszki powietrzne - przód"",""Boczne poduszki powietrzne - tył"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
0a055bc9a65dd09aafed58f453fa1b2a,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lusterka boczne ustawiane elektrycznie"",""Kontrola trakcji"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
7e342ce5d6b7702cb7cd49222adced63,otomoto,{}
eb48dda9b6cfd658fc40d5aa42aa2675,otomoto,"{""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Elektryczne szyby przednie"",""Elektryczne szyby tylne"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola trakcji"",""Wspomaganie ruszania pod górę- Hill Holder"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
918068a42e22105ca91e139d9eb7f5d3,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola odległości z tyłu (przy parkowaniu)"",""Ogranicznik prędkości"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
2d311a3648f728ff3a9ff973a06fd753,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący""],""Komfort i dodatki"":[""Hak"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Czujnik deszczu"",""Elektryczne szyby przednie"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
8ed73591fdd7dd91af0445a8929e6217,otomoto,{}
9d92a59fa92fbfcbcb45c95e7c3f29d3,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
334e49bdfdaa433eb6f07d997697f909,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Kierownica skórzana"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
987e47324f13de2cf86bcbe6c96c061e,otomoto,{}
e040f9197c411fc11101bd5f89b0c0d5,otomoto,{}
1b5a63fc41967d956cf3a6fe9ab4bdfc,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Elektryczne szyby przednie"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Kontrola odległości z tyłu (przy parkowaniu)"",""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Boczna poduszka powietrzna kierowcy"",""Boczne poduszki powietrzne - przód""]}"
